ID,Type,SpellID,SpellID2,SpellID3,SpellID4,SpellID5,Quality1,Quality2,Quality3,Cost1,Cost2,Cost3,ClassType,ClassTypeID,TabType,TabTypeID,Name,Icon,Description,Description2,Anchor,Color,NodeType,PositionX,PositionY,SizeX,SizeY
1112,Talent,57499,857499,0,0,0,Normal,Normal,Normal,50,50,40,Warrior,3,Protection,7,Warbringer,Ability_Warrior_Warbringer,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1113,Talent,57810,57811,57812,57813,57814,Normal,Normal,Normal,10,10,10,Druid,8,Balance,22,Genesis,Spell_Arcane_Arcane03,,,LEFT,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1114,Talent,57849,57850,57851,0,0,Normal,Normal,Normal,30,30,20,Druid,8,Balance,22,Celestial Bane,spell_druid_swarm,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1115,Talent,57865,857865,857866,0,0,Normal,Normal,Normal,25,25,15,Druid,8,Balance,22,Nature's Splendor,Spell_Nature_NatureGuardian,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1116,Talent,57873,57876,57877,0,0,Normal,Normal,Normal,45,45,25,Druid,8,Feral,21,Protector of the Pack,Ability_Druid_ChallangingRoar,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1117,Talent,57878,57880,57881,0,0,Normal,Normal,Normal,35,35,20,Druid,8,Feral,21,Natural Reaction,Ability_BullRush,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1118,Talent,14179,58422,58423,0,0,Normal,Normal,Normal,10,10,10,Rogue,4,Subtlety,9,Relentless Strikes,Ability_Warrior_DecisiveStrike,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1119,Talent,58435,858435,858436,0,0,Normal,Normal,Normal,30,30,10,Warlock,7,Affliction,17,Pandemic,Spell_Shadow_UnstableAffliction_2,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1120,Talent,58872,58874,0,0,0,Normal,Normal,Normal,55,55,25,Warrior,3,Protection,7,Damage Shield,INV_Shield_31,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1121,Talent,59088,59089,859089,0,0,Normal,Normal,Normal,25,25,15,Warrior,3,Protection,7,Improved Spell Reflection,Ability_Warrior_ShieldReflection,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1123,Talent,61216,61221,61222,0,0,Normal,Normal,Normal,10,10,10,Warrior,3,Fury,5,Armored to the Teeth,INV_Shoulder_22,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1124,Talent,62097,62098,62099,0,0,Normal,Normal,Normal,55,55,30,Shaman,9,Elemental,23,Shamanism,Spell_unused2,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1125,Talent,63156,63158,0,0,0,Normal,Normal,Normal,45,45,40,Warlock,7,Demonology,18,Decimation,Spell_Fire_Fireball02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1126,Talent,63370,63372,863372,0,0,Normal,Normal,Normal,45,45,20,Shaman,9,Elemental,23,Booming Echoes,Spell_Fire_BlueFlameRing,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1127,Talent,63373,63374,263374,0,0,Normal,Normal,Normal,35,35,20,Shaman,9,Enhancement,24,Frozen Power,Spell_Fire_BlueCano,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1128,Talent,63410,63411,0,0,0,Normal,Normal,Normal,55,55,45,Druid,8,Restoration,20,Improved Barkskin,Spell_Nature_StoneClawTotem,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1129,Talent,63503,863503,863504,0,0,Normal,Normal,Normal,55,55,20,Druid,8,Feral,21,Primal Gore,Ability_Druid_Rake,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1130,Talent,63625,63626,63627,0,0,Normal,Normal,Normal,45,45,25,Priest,6,Shadow,15,Improved Devouring Plague,Spell_Shadow_DevouringPlague.,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1131,Talent,33201,33202,0,0,0,Normal,Normal,Normal,30,30,20,Priest,6,Discipline,16,Reflective Shield,Spell_Holy_PowerWordShield,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1132,Talent,64127,64129,0,0,0,Normal,Normal,Normal,45,45,35,Priest,6,Holy,14,Body and Soul,Spell_Holy_SymbolOfHope,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1134,Talent,53527,53530,0,0,0,Normal,Normal,Normal,25,25,25,Paladin,10,Protection,7,Divine Guardian,spell_holy_powerwordbarrier,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1135,Talent,31785,33776,0,0,0,Normal,Normal,Normal,15,15,10,Paladin,10,Protection,7,Spiritual Attunement,Spell_Holy_ReviveChampion,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1136,Talent,64976,864976,0,0,0,Normal,Normal,Normal,45,45,35,Warrior,3,Arms,6,Juggernaut,Ability_Warrior_BullRush,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1137,Talent,954192,954193,954194,0,0,Normal,Normal,Normal,30,30,20,Warrior,3,Fury,5,Dance of Death,_D3dashingstrike,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1138,Talent,954195,954196,954197,0,0,Normal,Normal,Normal,55,55,55,Warrior,3,Protection,7,Thunderstruck,Ability_Warrior_Shockwave,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1141,Talent,954215,954216,954217,0,0,Normal,Normal,Normal,55,55,55,Shaman,9,Enhancement,24,Improved Feral Spirit,Spell_Shaman_FeralSpirit,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1142,Talent,32512,32513,0,0,0,Normal,Normal,Normal,35,35,35,Warrior,3,Fury,5,Brutal Pummel,INV_Gauntlets_04,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1143,Talent,32509,32510,32511,0,0,Normal,Normal,Normal,30,30,30,None,1,,0,Wind Rush,Spell_Nature_Cyclone,,,TOP,TEAL,SpendSquare,0.0,0.0,1.0,1.0
1144,Talent,32505,32506,32507,0,0,Normal,Normal,Normal,50,50,45,Warlock,7,Affliction,17,Harvester of Death,_DeathCoil_Color_Shadow,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1146,Talent,32516,32517,32518,0,0,Normal,Normal,Normal,55,55,50,Priest,6,Shadow,15,Grip of Horror,spell_deathknight_defile,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1147,Talent,32523,32524,32525,0,0,Normal,Normal,Normal,55,55,55,Priest,6,Shadow,15,Dissolving Shadows,spell_mage_evanesce,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1148,Talent,411000,411001,411002,0,0,Normal,Normal,Normal,10,10,10,Shaman,9,Elemental,23,Raze,spell_animaardenweald_buff,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1149,None,84864,0,0,0,0,Normal,Normal,Normal,1,1,1,None,1,None,1,Path of Strength,Spell_Holy_SealOfWrath,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1150,None,84865,0,0,0,0,Normal,Normal,Normal,1,1,1,None,1,None,1,Path of Agility,Ability_Rogue_Sprint,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1151,None,84866,0,0,0,0,Normal,Normal,Normal,1,1,1,None,1,None,1,Path of Intelligence,Spell_Holy_ArcaneIntellect,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1152,None,84867,0,0,0,0,Normal,Normal,Normal,1,1,1,None,1,None,1,Path of Healing,Spell_Holy_SealOfWisdom,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1153,Ability,891,0,0,0,0,Epic,Epic,Epic,10,10,1,DeathKnight,11,Unholy,27,Dominate Undead,inv_misc_steelweaponchain,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1154,Ability,3714,0,0,0,0,Normal,Uncommon,Normal,30,30,71,DeathKnight,11,Frost,12,Path of Frost,Spell_DeathKnight_PathOfFrost,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1155,Ability,42650,0,0,0,0,Legendary,Legendary,Legendary,34,34,71,DeathKnight,11,Unholy,27,Army of the Dead,Spell_DeathKnight_ArmyOfTheDead,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1156,Ability,43265,0,0,0,0,Normal,Normal,Normal,20,20,71,DeathKnight,11,Unholy,27,Death and Decay,Spell_Shadow_DeathAndDecay,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1157,Ability,45462,0,0,0,0,Normal,Normal,Normal,1,1,71,DeathKnight,11,Unholy,27,Plague Strike,Spell_DeathKnight_EmpowerRuneBlade,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1158,Ability,45477,0,0,0,0,Normal,Normal,Normal,1,1,71,DeathKnight,11,Frost,12,Icy Touch,Spell_DeathKnight_IceTouch,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1159,Ability,45524,0,0,0,0,Epic,Epic,Epic,14,14,71,DeathKnight,11,Frost,12,Chains of Ice,Spell_Frost_ChainsOfIce,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1160,Ability,45529,0,0,0,0,Epic,Epic,Epic,18,18,71,DeathKnight,11,Blood,26,Blood Tap,Spell_DeathKnight_BloodTap,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1161,Ability,45902,0,0,0,0,Normal,Normal,Normal,1,1,71,DeathKnight,11,Blood,26,Blood Strike,Spell_Deathknight_DeathStrike,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1162,Ability,46584,0,0,0,0,Epic,Epic,Epic,18,18,71,DeathKnight,11,Unholy,27,Raise Dead,Spell_Shadow_AnimateDead,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1163,Ability,47476,0,0,0,0,Epic,Epic,Epic,22,22,71,DeathKnight,11,Blood,26,Strangulate,Spell_Shadow_SoulLeech_3,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1164,Ability,47528,0,0,0,0,Epic,Epic,Epic,14,14,71,DeathKnight,11,Frost,12,Mind Freeze,Spell_DeathKnight_MindFreeze,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1165,Ability,47541,0,0,0,0,Normal,Normal,Normal,12,12,71,DeathKnight,11,Unholy,27,Grave Coil,Spell_Shadow_DeathCoil,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1166,Ability,47568,0,0,0,0,Epic,Epic,Epic,30,30,71,DeathKnight,11,Frost,12,Empower Rune Weapon,INV_Sword_62,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1167,Ability,48263,0,0,0,0,Rare,Rare,Rare,10,10,71,DeathKnight,11,Frost,12,Frost Presence,Spell_Deathknight_FrostPresence,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1168,Ability,48265,0,0,0,0,Rare,Rare,Rare,28,28,71,DeathKnight,11,Unholy,27,Unholy Presence,Spell_Deathknight_UnholyPresence,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1169,Ability,48266,0,0,0,0,Rare,Rare,Rare,1,1,71,DeathKnight,11,Blood,26,Blood Presence,Spell_Deathknight_BloodPresence,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1170,Ability,48707,0,0,0,0,Epic,Epic,Epic,22,22,71,DeathKnight,11,Unholy,27,Anti-Magic Shell,Spell_Shadow_AntiMagicShell,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1171,Ability,48721,0,0,0,0,Normal,Normal,Normal,16,16,71,DeathKnight,11,Blood,26,Blood Boil,Spell_DeathKnight_BloodBoil,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1172,Ability,48743,0,0,0,0,Epic,Epic,Epic,22,22,71,DeathKnight,11,Blood,26,Death Pact,Spell_Shadow_DeathPact,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1173,Ability,48792,0,0,0,0,Legendary,Legendary,Legendary,34,34,71,DeathKnight,11,Frost,12,Icebound Fortitude,Spell_DeathKnight_IceBoundFortitude,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1174,Ability,49020,0,0,0,0,Normal,Normal,Normal,20,20,71,DeathKnight,11,Frost,12,Obliterate,Spell_Deathknight_ClassIcon,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1176,Ability,49576,0,0,0,0,Epic,Epic,Epic,20,20,71,DeathKnight,11,Unholy,27,Death Grip,Spell_DeathKnight_Strangulate,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1177,Ability,49998,0,0,0,0,Rare,Rare,Rare,14,14,71,DeathKnight,11,Unholy,27,Death Strike,Spell_DeathKnight_Butcher2,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1178,Ability,50842,0,0,0,0,Normal,Normal,Normal,10,10,71,DeathKnight,11,Blood,26,Pestilence,Spell_Shadow_PlagueCloud,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1179,Ability,53428,0,0,0,0,Rare,Rare,Rare,20,20,20,DeathKnight,11,Blood,26,Runeforging Mastery,Spell_DeathKnight_FrozenRuneWeapon,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1180,Ability,56222,0,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Dark Command,Spell_Nature_ShamanRage,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1181,Ability,56815,0,0,0,0,Normal,Normal,Normal,32,32,71,DeathKnight,11,Frost,12,Rune Strike,Spell_DeathKnight_DarkConviction,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1182,Ability,57330,0,0,0,0,Uncommon,Uncommon,Uncommon,4,1,71,DeathKnight,11,Frost,12,Horn of Winter,INV_Misc_Horn_02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1183,Ability,61455,0,0,0,0,Rare,Rare,Rare,20,20,71,DeathKnight,11,Frost,12,Runic Focus,INV_Weapon_Hand_09,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1184,Ability,61999,0,0,0,0,Uncommon,Uncommon,Uncommon,24,24,71,DeathKnight,11,Unholy,27,Raise Ally,Spell_Shadow_DeadofNight,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1185,Ability,954514,0,0,0,0,Epic,Epic,Epic,40,40,40,Warrior,3,Arms,6,Skull Banner,warrior_skullbanner,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1186,Ability,86358,0,0,0,0,Legendary,Legendary,Legendary,30,30,30,Warrior,3,Arms,6,Heroic Leap,Ability_HeroicLeap,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1187,Ability,86361,0,0,0,0,Rare,Rare,Rare,30,30,30,Warrior,3,Arms,6,Colossus Smash,ability_warrior_colossussmash,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1188,Ability,86380,0,0,0,0,Legendary,Legendary,Legendary,40,40,40,Warrior,3,Arms,6,Avatar,warrior_talent_icon_avatar,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1189,Ability,91234,0,0,0,0,Rare,Rare,Rare,1,1,1,Mage,5,Arcane,11,Brilliance Aura,Spell_Nature_Brilliance,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1190,Ability,954500,0,0,0,0,Epic,Epic,Epic,34,34,34,Paladin,10,Protection,7,Blinding Light,ability_paladin_blindinglight,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1191,Ability,86378,0,0,0,0,Epic,Epic,Epic,36,36,36,Rogue,4,Assassination,10,Combat Readiness,ability_rogue_combatreadiness,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1193,Ability,954501,0,0,0,0,Legendary,Legendary,Legendary,38,38,38,Rogue,4,Assassination,10,Smoke Bomb,ability_rogue_smoke,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1194,Ability,954553,0,0,0,0,Normal,Normal,Normal,40,40,40,Rogue,4,Assassination,10,Dispatch,Ability_Rogue_Waylay,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1195,Ability,91634,0,0,0,0,Epic,Epic,Epic,1,1,1,Mage,5,Fire,13,Tame Dragonkin,ability_mount_drake_red,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1196,Ability,86381,0,0,0,0,Legendary,Legendary,Legendary,40,40,40,Priest,6,Holy,14,Leap of Faith,priest_spell_leapoffaith_a,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1197,Ability,954522,0,0,0,0,Legendary,Legendary,Legendary,30,30,30,Priest,6,Shadow,15,Void Shift,spell_priest_voidshift,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1198,Ability,954518,0,0,0,0,Epic,Epic,Epic,36,36,36,Shaman,9,Elemental,23,Capacitor Totem,INV_Staff_07,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1199,Ability,954520,0,0,0,0,Rare,Rare,Rare,20,20,20,Shaman,9,Restoration,20,Bind Elemental,spell_shaman_bindelemental,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1200,Ability,954510,0,0,0,0,Epic,Epic,Epic,30,30,30,Shaman,9,Restoration,20,Windwalk Totem,ability_shaman_windwalktotem,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1201,Ability,954516,0,0,0,0,Epic,Epic,Epic,40,40,40,Warlock,7,Demonology,18,Blood Horror,ability_deathwing_bloodcorruption_earth,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1202,Ability,86395,0,0,0,0,Epic,Epic,Epic,36,36,36,Warlock,7,Demonology,18,Soul Harvest,spell_warlock_demonsoul,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1203,Ability,954521,0,0,0,0,Legendary,Legendary,Legendary,30,30,30,Warlock,7,Demonology,18,Demonic Leap,ability_demonhunter_glide,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1204,Ability,954512,0,0,0,0,Legendary,Legendary,Legendary,42,42,42,Warlock,7,Demonology,18,Unending Resolve,Spell_Shadow_DemonicTactics,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1205,Ability,890,0,0,0,0,Epic,Epic,Epic,1,1,1,Warlock,7,Demonology,18,Enslave Demon,spell_warlock_demonbolt,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1206,Ability,954611,0,0,0,0,Normal,Normal,Normal,32,32,32,Warlock,7,Destruction,19,Hand of Gul'dan,ability_warlock_handofguldan,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1207,Ability,86382,0,0,0,0,Epic,Epic,Epic,60,60,60,Druid,8,Restoration,20,Efflorescence,INV_Misc_Herb_TalandrasRose,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1208,Ability,954508,0,0,0,0,Epic,Epic,Epic,28,28,28,Druid,8,Feral,21,Stampeding Roar,spell_druid_stampedingroar_cat,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1209,Ability,954507,0,0,0,0,Epic,Epic,Epic,18,18,18,Druid,8,Balance,22,Mass Entanglement,Spell_Nature_StrangleVines,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1210,Ability,954504,0,0,0,0,Epic,Epic,Epic,42,42,42,Druid,8,Balance,22,Ursol's Vortex,spell_druid_ursolsvortex,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1211,Ability,954523,0,0,0,0,Epic,Epic,Epic,34,34,34,Druid,8,Balance,22,Solar Beam,ability_vehicle_sonicshockwave,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1212,Talent,48962,49567,49568,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Unholy,27,Virulence,Spell_Shadow_BurningSpirit,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1213,Talent,48963,49564,49565,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Unholy,27,Morbidity,Spell_Shadow_DeathAndDecay,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1214,Talent,48965,49571,49572,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Unholy,27,Ravenous Dead,Spell_DeathKnight_Gnaw_Ghoul,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1215,Talent,50365,50371,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Improved Blood Presence,Spell_Deathknight_BloodPresence,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1216,Talent,48978,49390,49391,49392,49393,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Bladed Armor,INV_Shoulder_36,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1217,Talent,48979,49483,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Butchery,INV_Axe_68,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1218,TalentAbility,48982,0,0,0,0,Rare,Rare,Rare,16,16,71,DeathKnight,11,Blood,26,Rune Tap,Spell_DeathKnight_RuneTap,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1219,Talent,48985,49488,49489,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Improved Rune Tap,Spell_DeathKnight_RuneTap,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1220,Talent,48987,49477,49478,49479,49480,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Dark Conviction,Spell_DeathKnight_DarkConviction,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1221,Talent,48988,49503,49504,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Bloody Vengeance,Ability_BackStab,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1222,Talent,48997,49490,49491,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Subversion,Spell_DeathKnight_Subversion,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1223,Talent,49004,49508,49509,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Scent of Blood,Ability_Rogue_BloodyEye,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1224,TalentAbility,49005,0,0,0,0,Epic,Epic,Epic,22,22,71,DeathKnight,11,Blood,26,Mark of Blood,Ability_Hunter_RapidKilling,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1225,Talent,49006,49526,50029,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Veteran of the Third War,Spell_Misc_WarsongFocus,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1226,Talent,49015,50154,55136,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Vendetta,Spell_DeathKnight_Vendetta,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1227,TalentAbility,49016,0,0,0,0,Epic,Epic,Epic,30,30,71,DeathKnight,11,Blood,26,Hysteria,Spell_DeathKnight_BladedArmor,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1228,Talent,49018,49529,49530,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Sudden Doom,Spell_Shadow_PainSpike,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1229,TalentAbility,55050,0,0,0,0,Normal,Normal,Normal,36,36,71,DeathKnight,11,Blood,26,Heart Strike,INV_Weapon_Shortblade_40,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1230,Talent,49023,49533,49534,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Might of Mograine,Spell_Deathknight_ClassIcon,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1231,Talent,49189,50149,50150,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Will of the Necropolis,Ability_Creature_Cursed_02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1232,Talent,49027,49542,49543,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Blood,26,Bloodworms,Spell_Shadow_SoulLeech,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1233,TalentAbility,49028,0,0,0,0,Epic,Epic,Epic,40,40,71,DeathKnight,11,Blood,26,Dancing Rune Weapon,INV_Sword_07,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1234,Talent,49032,49631,49632,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Unholy,27,Crypt Fever,Spell_Nature_NullifyDisease,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1235,Talent,49036,49562,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Unholy,27,Epidemic,Spell_Shadow_ShadowWordPain,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1236,Talent,49042,49786,49787,49788,49789,Normal,Normal,Normal,71,71,71,DeathKnight,11,Frost,12,Toughness,Spell_Holy_Devotion,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1237,Talent,49137,49657,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Frost,12,Endless Winter,Spell_Shadow_Twilight,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1238,Talent,49140,49661,49662,49663,49664,Normal,Normal,Normal,71,71,71,DeathKnight,11,Frost,12,Black Ice,Spell_Shadow_DarkRitual,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1239,TalentAbility,49143,0,0,0,0,Normal,Normal,Normal,36,36,71,DeathKnight,11,Frost,12,Frost Strike,Spell_DeathKnight_EmpowerRuneBlade2,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1240,TalentAbility,51271,0,0,0,0,Epic,Epic,Epic,34,34,71,DeathKnight,11,Frost,12,Unbreakable Armor,INV_Armor_Helm_Plate_Naxxramas_RaidWarrior_C_01,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1241,TalentAbility,49796,0,0,0,0,Epic,Epic,Epic,22,22,71,DeathKnight,11,Frost,12,Deathchill,Spell_Shadow_SoulLeech_2,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1242,Talent,49149,50115,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Frost,12,Chill of the Grave,Spell_Frost_FrostShock,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1243,TalentAbility,52143,0,0,0,0,Rare,Rare,Rare,24,24,71,DeathKnight,11,Unholy,27,Master of Ghouls,Spell_Shadow_AnimateDead,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1244,TalentAbility,49158,0,0,0,0,Normal,Normal,Normal,71,71,71,DeathKnight,11,Unholy,27,Corpse Explosion,Ability_Creature_Disease_02,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
1245,TalentAbility,49184,0,0,0,0,Normal,Normal,Normal,40,40,71,DeathKnight,11,Frost,12,Howling Blast,Spell_Frost_ArcticWinds,,,TOP,TEAL,SpendSquare,0.0,0.0,0.0,0.0
