# Ascension client Extensions.dll opcode map (build 12344)
# Extracted from opcode name-pointer table @ file-off 0x2C4003 (anchor opcode 0x3B),
# 6-byte entries {u32 name_ptr(VA), u16 0xB8C3}, contiguous 0x1..0x80B.
# Verified vs stock 3.3.5a at 0x3B,0x3D,0x66,0x95,0xC9,0xFE,0x104,0x12A,0x1CC,0x1F4,0x2CD,0x500.

0x03B SMSG_CHAR_ENUM
0x280 CMSG_RESET_FACTION_CHEAT
0x281 CMSG_AUTOSTORE_BANK_ITEM
0x282 CMSG_AUTOBANK_ITEM
0x283 MSG_QUERY_NEXT_MAIL_TIME
0x284 SMSG_RECEIVED_MAIL
0x285 SMSG_RAID_GROUP_ONLY
0x286 CMSG_SET_DURABILITY_CHEAT
0x287 CMSG_SET_PVP_RANK_CHEAT
0x288 CMSG_ADD_PVP_MEDAL_CHEAT
0x289 CMSG_DEL_PVP_MEDAL_CHEAT
0x28A CMSG_SET_PVP_TITLE
0x28B SMSG_PVP_CREDIT
0x28C SMSG_AUCTION_REMOVED_NOTIFICATION
0x28D CMSG_GROUP_RAID_CONVERT
0x28E CMSG_GROUP_ASSISTANT_LEADER
0x28F CMSG_BUYBACK_ITEM
0x290 SMSG_SERVER_MESSAGE
0x291 CMSG_SET_SAVED_INSTANCE_EXTEND
0x292 SMSG_LFG_OFFER_CONTINUE
0x293 CMSG_TEST_DROP_RATE
0x294 SMSG_TEST_DROP_RATE_RESULT
0x295 CMSG_LFG_GET_STATUS
0x296 SMSG_SHOW_MAILBOX
0x297 SMSG_RESET_RANGED_COMBAT_TIMER
0x298 SMSG_CHAT_NOT_IN_PARTY
0x299 CMSG_GMTICKETSYSTEM_TOGGLE
0x29A CMSG_CANCEL_GROWTH_AURA
0x29B SMSG_CANCEL_AUTO_REPEAT
0x29C SMSG_STANDSTATE_UPDATE
0x29D SMSG_LOOT_ALL_PASSED
0x29E SMSG_LOOT_ROLL_WON
0x29F CMSG_LOOT_ROLL
0x2A0 SMSG_LOOT_START_ROLL
0x2A1 SMSG_LOOT_ROLL
0x2A2 CMSG_LOOT_MASTER_GIVE
0x2A3 SMSG_LOOT_MASTER_LIST
0x2A4 SMSG_SET_FORCED_REACTIONS
0x2A5 SMSG_SPELL_FAILED_OTHER
0x2A6 SMSG_GAMEOBJECT_RESET_STATE
0x2A7 CMSG_REPAIR_ITEM
0x2A8 SMSG_CHAT_PLAYER_NOT_FOUND
0x2A9 MSG_TALENT_WIPE_CONFIRM
0x2AA SMSG_SUMMON_REQUEST
0x2AB CMSG_SUMMON_RESPONSE
0x2AC MSG_DEV_SHOWLABEL
0x2AD SMSG_MONSTER_MOVE_TRANSPORT
0x2AE SMSG_PET_BROKEN
0x2AF MSG_MOVE_FEATHER_FALL
0x2B0 MSG_MOVE_WATER_WALK
0x2B1 CMSG_SERVER_BROADCAST
0x2B2 CMSG_SELF_RES
0x2B3 SMSG_FEIGN_DEATH_RESISTED
0x2B4 CMSG_RUN_SCRIPT
0x2B5 SMSG_SCRIPT_MESSAGE
0x2B6 SMSG_DUEL_COUNTDOWN
0x2B7 SMSG_AREA_TRIGGER_MESSAGE
0x2B8 CMSG_SHOWING_HELM
0x2B9 CMSG_SHOWING_CLOAK
0x2BA SMSG_LFG_ROLE_CHOSEN
0x2BB SMSG_PLAYER_SKINNED
0x2BC SMSG_DURABILITY_DAMAGE_DEATH
0x2BD CMSG_SET_EXPLORATION
0x2BE CMSG_SET_ACTIONBAR_TOGGLES
0x2BF UMSG_DELETE_GUILD_CHARTER
0x2C0 MSG_PETITION_RENAME
0x2C1 SMSG_INIT_WORLD_STATES
0x2C2 SMSG_UPDATE_WORLD_STATE
0x2C3 CMSG_ITEM_NAME_QUERY
0x2C4 SMSG_ITEM_NAME_QUERY_RESPONSE
0x2C5 SMSG_PET_ACTION_FEEDBACK
0x2C6 CMSG_CHAR_RENAME
0x2C7 SMSG_CHAR_RENAME
0x2C8 CMSG_MOVE_SPLINE_DONE
0x2C9 CMSG_MOVE_FALL_RESET
0x2CA SMSG_INSTANCE_SAVE_CREATED
0x2CB SMSG_RAID_INSTANCE_INFO
0x2CC CMSG_REQUEST_RAID_INFO
0x2CD CMSG_MOVE_TIME_SKIPPED
0x2CE CMSG_MOVE_FEATHER_FALL_ACK
0x2CF CMSG_MOVE_WATER_WALK_ACK
0x2D0 CMSG_MOVE_NOT_ACTIVE_MOVER
0x2D1 SMSG_PLAY_SOUND
0x2D2 CMSG_BATTLEFIELD_STATUS
0x2D3 SMSG_BATTLEFIELD_STATUS
0x2D4 CMSG_BATTLEFIELD_PORT
0x2D5 MSG_INSPECT_HONOR_STATS
0x2D6 CMSG_BATTLEMASTER_HELLO
0x2D7 CMSG_MOVE_START_SWIM_CHEAT
0x2D8 CMSG_MOVE_STOP_SWIM_CHEAT
0x2D9 SMSG_FORCE_WALK_SPEED_CHANGE
0x2DA CMSG_FORCE_WALK_SPEED_CHANGE_ACK
0x2DB SMSG_FORCE_SWIM_BACK_SPEED_CHANGE
0x2DC CMSG_FORCE_SWIM_BACK_SPEED_CHANGE_ACK
0x2DD SMSG_FORCE_TURN_RATE_CHANGE
0x2DE CMSG_FORCE_TURN_RATE_CHANGE_ACK
0x2DF MSG_PVP_LOG_DATA
0x2E0 CMSG_LEAVE_BATTLEFIELD
0x2E1 CMSG_AREA_SPIRIT_HEALER_QUERY
0x2E2 CMSG_AREA_SPIRIT_HEALER_QUEUE
0x2E3 SMSG_AREA_SPIRIT_HEALER_TIME
0x2E4 CMSG_GM_UNTEACH
0x2E5 SMSG_WARDEN_DATA
0x2E6 CMSG_WARDEN_DATA
0x2E7 SMSG_GROUP_JOINED_BATTLEGROUND
0x2E8 MSG_BATTLEGROUND_PLAYER_POSITIONS
0x2E9 CMSG_PET_STOP_ATTACK
0x2EA SMSG_BINDER_CONFIRM
0x2EB SMSG_BATTLEGROUND_PLAYER_JOINED
0x2EC SMSG_BATTLEGROUND_PLAYER_LEFT
0x2ED CMSG_BATTLEMASTER_JOIN
0x2EE SMSG_ADDON_INFO
0x2EF CMSG_PET_UNLEARN
0x2F0 SMSG_PET_UNLEARN_CONFIRM
0x2F1 SMSG_PARTY_MEMBER_STATS_FULL
0x2F2 CMSG_PET_SPELL_AUTOCAST
0x2F3 SMSG_WEATHER
0x2F4 SMSG_PLAY_TIME_WARNING
0x2F5 SMSG_MINIGAME_SETUP
0x2F6 SMSG_MINIGAME_STATE
0x2F7 CMSG_MINIGAME_MOVE
0x2F8 SMSG_MINIGAME_MOVE_FAILED
0x2F9 SMSG_RAID_INSTANCE_MESSAGE
0x2FA SMSG_COMPRESSED_MOVES
0x2FB CMSG_GUILD_INFO_TEXT
0x2FC SMSG_CHAT_RESTRICTED
0x2FD SMSG_SPLINE_SET_RUN_SPEED
0x2FE SMSG_SPLINE_SET_RUN_BACK_SPEED
0x2FF SMSG_SPLINE_SET_SWIM_SPEED
0x300 SMSG_SPLINE_SET_WALK_SPEED
0x301 SMSG_SPLINE_SET_SWIM_BACK_SPEED
0x302 SMSG_SPLINE_SET_TURN_RATE
0x303 SMSG_SPLINE_MOVE_UNROOT
0x304 SMSG_SPLINE_MOVE_FEATHER_FALL
0x305 SMSG_SPLINE_MOVE_NORMAL_FALL
0x306 SMSG_SPLINE_MOVE_SET_HOVER
0x307 SMSG_SPLINE_MOVE_UNSET_HOVER
0x308 SMSG_SPLINE_MOVE_WATER_WALK
0x309 SMSG_SPLINE_MOVE_LAND_WALK
0x30A SMSG_SPLINE_MOVE_START_SWIM
0x30B SMSG_SPLINE_MOVE_STOP_SWIM
0x30C SMSG_SPLINE_MOVE_SET_RUN_MODE
0x30D SMSG_SPLINE_MOVE_SET_WALK_MODE
0x30E CMSG_GM_NUKE_ACCOUNT
0x30F MSG_GM_DESTROY_CORPSE
0x310 CMSG_GM_DESTROY_ONLINE_CORPSE
0x311 CMSG_ACTIVATETAXIEXPRESS
0x312 SMSG_SET_FACTION_ATWAR
0x313 SMSG_GAMETIMEBIAS_SET
0x314 CMSG_DEBUG_ACTIONS_START
0x315 CMSG_DEBUG_ACTIONS_STOP
0x316 CMSG_SET_FACTION_INACTIVE
0x317 CMSG_SET_WATCHED_FACTION
0x318 MSG_MOVE_TIME_SKIPPED
0x319 SMSG_SPLINE_MOVE_ROOT
0x31A CMSG_SET_EXPLORATION_ALL
0x31B SMSG_INVALIDATE_PLAYER
0x31C CMSG_RESET_INSTANCES
0x31D SMSG_INSTANCE_RESET
0x31E SMSG_INSTANCE_RESET_FAILED
0x31F SMSG_UPDATE_LAST_INSTANCE
0x320 MSG_RAID_TARGET_UPDATE
0x321 MSG_RAID_READY_CHECK
0x322 CMSG_LUA_USAGE
0x323 SMSG_PET_ACTION_SOUND
0x324 SMSG_PET_DISMISS_SOUND
0x325 SMSG_GHOSTEE_GONE
0x326 CMSG_GM_UPDATE_TICKET_STATUS
0x327 SMSG_GM_TICKET_STATUS_UPDATE
0x328 MSG_SET_DUNGEON_DIFFICULTY
0x329 CMSG_GMSURVEY_SUBMIT
0x32A SMSG_UPDATE_INSTANCE_OWNERSHIP
0x32B CMSG_IGNORE_KNOCKBACK_CHEAT
0x32C SMSG_CHAT_PLAYER_AMBIGUOUS
0x32D MSG_DELAY_GHOST_TELEPORT
0x32E SMSG_SPELLINSTAKILLLOG
0x32F SMSG_SPELL_UPDATE_CHAIN_TARGETS
0x330 CMSG_CHAT_FILTERED
0x331 SMSG_EXPECTED_SPAM_RECORDS
0x332 SMSG_SPELLSTEALLOG
0x333 CMSG_LOTTERY_QUERY_OBSOLETE
0x334 SMSG_LOTTERY_QUERY_RESULT_OBSOLETE
0x335 CMSG_BUY_LOTTERY_TICKET_OBSOLETE
0x336 SMSG_LOTTERY_RESULT_OBSOLETE
0x337 SMSG_CHARACTER_PROFILE
0x338 SMSG_CHARACTER_PROFILE_REALM_CONNECTED
0x339 SMSG_DEFENSE_MESSAGE
0x33A SMSG_INSTANCE_DIFFICULTY
0x33B MSG_GM_RESETINSTANCELIMIT
0x33C SMSG_MOTD
0x33D SMSG_MOVE_SET_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY
0x33E SMSG_MOVE_UNSET_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY
0x33F CMSG_MOVE_SET_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY_ACK
0x340 MSG_MOVE_START_SWIM_CHEAT
0x341 MSG_MOVE_STOP_SWIM_CHEAT
0x342 SMSG_MOVE_SET_CAN_FLY
0x343 SMSG_MOVE_UNSET_CAN_FLY
0x344 CMSG_MOVE_SET_CAN_FLY_ACK
0x345 CMSG_MOVE_SET_FLY
0x346 CMSG_SOCKET_GEMS
0x347 CMSG_ARENA_TEAM_CREATE
0x348 SMSG_ARENA_TEAM_COMMAND_RESULT
0x349 MSG_MOVE_UPDATE_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY
0x34A CMSG_ARENA_TEAM_QUERY
0x34B SMSG_ARENA_TEAM_QUERY_RESPONSE
0x34C CMSG_ARENA_TEAM_ROSTER
0x34D SMSG_ARENA_TEAM_ROSTER
0x34E CMSG_ARENA_TEAM_INVITE
0x34F SMSG_ARENA_TEAM_INVITE
0x350 CMSG_ARENA_TEAM_ACCEPT
0x351 CMSG_ARENA_TEAM_DECLINE
0x352 CMSG_ARENA_TEAM_LEAVE
0x353 CMSG_ARENA_TEAM_REMOVE
0x354 CMSG_ARENA_TEAM_DISBAND
0x355 CMSG_ARENA_TEAM_LEADER
0x356 SMSG_ARENA_TEAM_EVENT
0x357 CMSG_BATTLEMASTER_JOIN_ARENA
0x358 MSG_MOVE_START_ASCEND
0x359 MSG_MOVE_STOP_ASCEND
0x35A SMSG_ARENA_TEAM_STATS
0x35B CMSG_LFG_JOIN
0x35C CMSG_LFG_LEAVE
0x35D CMSG_SEARCH_LFG_JOIN
0x35E CMSG_SEARCH_LFG_LEAVE
0x35F SMSG_UPDATE_LFG_LIST
0x360 SMSG_LFG_PROPOSAL_UPDATE
0x361 CMSG_LFG_PROPOSAL_RESULT
0x362 SMSG_LFG_ROLE_CHECK_UPDATE
0x363 SMSG_LFG_JOIN_RESULT
0x364 SMSG_LFG_QUEUE_STATUS
0x365 CMSG_SET_LFG_COMMENT
0x366 SMSG_LFG_UPDATE_PLAYER
0x367 SMSG_LFG_UPDATE_PARTY
0x368 SMSG_LFG_UPDATE_SEARCH
0x369 CMSG_LFG_SET_ROLES
0x36A CMSG_LFG_SET_NEEDS
0x36B CMSG_LFG_SET_BOOT_VOTE
0x36C SMSG_LFG_BOOT_PROPOSAL_UPDATE
0x36D CMSG_LFD_PLAYER_LOCK_INFO_REQUEST
0x36E SMSG_LFG_PLAYER_INFO
0x36F CMSG_LFG_TELEPORT
0x370 CMSG_LFD_PARTY_LOCK_INFO_REQUEST
0x371 SMSG_LFG_PARTY_INFO
0x372 SMSG_TITLE_EARNED
0x373 CMSG_SET_TITLE
0x374 CMSG_CANCEL_MOUNT_AURA
0x375 SMSG_ARENA_ERROR
0x376 MSG_INSPECT_ARENA_TEAMS
0x377 SMSG_DEATH_RELEASE_LOC
0x378 CMSG_CANCEL_TEMP_ENCHANTMENT
0x379 SMSG_FORCED_DEATH_UPDATE
0x37A CMSG_CHEAT_SET_HONOR_CURRENCY
0x37B CMSG_CHEAT_SET_ARENA_CURRENCY
0x37C MSG_MOVE_SET_FLIGHT_SPEED_CHEAT
0x37D MSG_MOVE_SET_FLIGHT_SPEED
0x37E MSG_MOVE_SET_FLIGHT_BACK_SPEED_CHEAT
0x37F MSG_MOVE_SET_FLIGHT_BACK_SPEED
0x380 SMSG_FORCE_FLIGHT_SPEED_CHANGE
0x381 CMSG_FORCE_FLIGHT_SPEED_CHANGE_ACK
0x382 SMSG_FORCE_FLIGHT_BACK_SPEED_CHANGE
0x383 CMSG_FORCE_FLIGHT_BACK_SPEED_CHANGE_ACK
0x384 SMSG_SPLINE_SET_FLIGHT_SPEED
0x385 SMSG_SPLINE_SET_FLIGHT_BACK_SPEED
0x386 CMSG_MAELSTROM_INVALIDATE_CACHE
0x387 SMSG_FLIGHT_SPLINE_SYNC
0x388 CMSG_SET_TAXI_BENCHMARK_MODE
0x389 SMSG_JOINED_BATTLEGROUND_QUEUE
0x38A SMSG_REALM_SPLIT
0x38B CMSG_REALM_SPLIT
0x38C CMSG_MOVE_CHNG_TRANSPORT
0x38D MSG_PARTY_ASSIGNMENT
0x38E SMSG_OFFER_PETITION_ERROR
0x38F SMSG_TIME_SYNC_REQ
0x390 CMSG_TIME_SYNC_RESP
0x391 CMSG_SEND_LOCAL_EVENT
0x392 CMSG_SEND_GENERAL_TRIGGER
0x393 CMSG_SEND_COMBAT_TRIGGER
0x394 CMSG_MAELSTROM_GM_SENT_MAIL
0x395 SMSG_RESET_FAILED_NOTIFY
0x396 SMSG_REAL_GROUP_UPDATE
0x397 SMSG_LFG_DISABLED
0x398 CMSG_ACTIVE_PVP_CHEAT
0x399 CMSG_CHEAT_DUMP_ITEMS_DEBUG_ONLY
0x39A SMSG_CHEAT_DUMP_ITEMS_DEBUG_ONLY_RESPONSE
0x39B SMSG_CHEAT_DUMP_ITEMS_DEBUG_ONLY_RESPONSE_WRITE_FILE
0x39C SMSG_UPDATE_COMBO_POINTS
0x39D SMSG_VOICE_SESSION_ROSTER_UPDATE
0x39E SMSG_VOICE_SESSION_LEAVE
0x39F SMSG_VOICE_SESSION_ADJUST_PRIORITY
0x3A0 CMSG_VOICE_SET_TALKER_MUTED_REQUEST
0x3A1 SMSG_VOICE_SET_TALKER_MUTED
0x3A2 SMSG_INIT_EXTRA_AURA_INFO_OBSOLETE
0x3A3 SMSG_SET_EXTRA_AURA_INFO_OBSOLETE
0x3A4 SMSG_SET_EXTRA_AURA_INFO_NEED_UPDATE_OBSOLETE
0x3A5 SMSG_CLEAR_EXTRA_AURA_INFO_OBSOLETE
0x3A6 MSG_MOVE_START_DESCEND
0x3A7 CMSG_IGNORE_REQUIREMENTS_CHEAT
0x3A8 SMSG_IGNORE_REQUIREMENTS_CHEAT
0x3A9 SMSG_SPELL_CHANCE_PROC_LOG
0x3AA CMSG_MOVE_SET_RUN_SPEED
0x3AB SMSG_DISMOUNT
0x3AC MSG_MOVE_UPDATE_CAN_FLY
0x3AD MSG_RAID_READY_CHECK_CONFIRM
0x3AE CMSG_VOICE_SESSION_ENABLE
0x3AF SMSG_VOICE_SESSION_ENABLE
0x3B0 SMSG_VOICE_PARENTAL_CONTROLS
0x3B1 CMSG_GM_WHISPER
0x3B2 SMSG_GM_MESSAGECHAT
0x3B3 MSG_GM_GEARRATING
0x3B4 CMSG_COMMENTATOR_ENABLE
0x3B5 SMSG_COMMENTATOR_STATE_CHANGED
0x3B6 CMSG_COMMENTATOR_GET_MAP_INFO
0x3B7 SMSG_COMMENTATOR_MAP_INFO
0x3B8 CMSG_COMMENTATOR_GET_PLAYER_INFO
0x3B9 SMSG_COMMENTATOR_GET_PLAYER_INFO
0x3BA SMSG_COMMENTATOR_PLAYER_INFO
0x3BB CMSG_COMMENTATOR_ENTER_INSTANCE
0x3BC CMSG_COMMENTATOR_EXIT_INSTANCE
0x3BD CMSG_COMMENTATOR_INSTANCE_COMMAND
0x3BE SMSG_CLEAR_TARGET
0x3BF CMSG_BOT_DETECTED
0x3C0 SMSG_CROSSED_INEBRIATION_THRESHOLD
0x3C1 CMSG_CHEAT_PLAYER_LOGIN
0x3C2 CMSG_CHEAT_PLAYER_LOOKUP
0x3C3 SMSG_CHEAT_PLAYER_LOOKUP
0x3C4 SMSG_KICK_REASON
0x3C5 MSG_RAID_READY_CHECK_FINISHED
0x3C6 CMSG_COMPLAIN
0x3C7 SMSG_COMPLAIN_RESULT
0x3C8 SMSG_FEATURE_SYSTEM_STATUS
0x3C9 CMSG_GM_SHOW_COMPLAINTS
0x3CA CMSG_GM_UNSQUELCH
0x3CB CMSG_CHANNEL_SILENCE_VOICE
0x3CC CMSG_CHANNEL_SILENCE_ALL
0x3CD CMSG_CHANNEL_UNSILENCE_VOICE
0x3CE CMSG_CHANNEL_UNSILENCE_ALL
0x3CF CMSG_TARGET_CAST
0x3D0 CMSG_TARGET_SCRIPT_CAST
0x3D1 CMSG_CHANNEL_DISPLAY_LIST
0x3D2 CMSG_SET_ACTIVE_VOICE_CHANNEL
0x3D3 CMSG_GET_CHANNEL_MEMBER_COUNT
0x3D4 SMSG_CHANNEL_MEMBER_COUNT
0x3D5 CMSG_CHANNEL_VOICE_ON
0x3D6 CMSG_CHANNEL_VOICE_OFF
0x3D7 CMSG_DEBUG_LIST_TARGETS
0x3D8 SMSG_DEBUG_LIST_TARGETS
0x3D9 SMSG_AVAILABLE_VOICE_CHANNEL
0x3DA CMSG_ADD_VOICE_IGNORE
0x3DB CMSG_DEL_VOICE_IGNORE
0x3DC CMSG_PARTY_SILENCE
0x3DD CMSG_PARTY_UNSILENCE
0x3DE MSG_NOTIFY_PARTY_SQUELCH
0x3DF SMSG_COMSAT_RECONNECT_TRY
0x3E0 SMSG_COMSAT_DISCONNECT
0x3E1 SMSG_COMSAT_CONNECT_FAIL
0x3E2 SMSG_VOICE_CHAT_STATUS
0x3E3 CMSG_REPORT_PVP_AFK
0x3E4 SMSG_REPORT_PVP_AFK_RESULT
0x3E5 CMSG_GUILD_BANKER_ACTIVATE
0x3E6 CMSG_GUILD_BANK_QUERY_TAB
0x3E7 SMSG_GUILD_BANK_LIST
0x3E8 CMSG_GUILD_BANK_SWAP_ITEMS
0x3E9 CMSG_GUILD_BANK_BUY_TAB
0x3EA CMSG_GUILD_BANK_UPDATE_TAB
0x3EB CMSG_GUILD_BANK_DEPOSIT_MONEY
0x3EC CMSG_GUILD_BANK_WITHDRAW_MONEY
0x3ED MSG_GUILD_BANK_LOG_QUERY
0x3EE CMSG_SET_CHANNEL_WATCH
0x3EF SMSG_USERLIST_ADD
0x3F0 SMSG_USERLIST_REMOVE
0x3F1 SMSG_USERLIST_UPDATE
0x3F2 CMSG_CLEAR_CHANNEL_WATCH
0x3F3 SMSG_INSPECT_TALENT
0x3F4 SMSG_GOGOGO_OBSOLETE
0x3F5 SMSG_ECHO_PARTY_SQUELCH
0x3F6 CMSG_SET_TITLE_SUFFIX
0x3F7 CMSG_SPELLCLICK
0x3F8 SMSG_LOOT_LIST
0x3F9 CMSG_GM_CHARACTER_RESTORE
0x3FA CMSG_GM_CHARACTER_SAVE
0x3FB SMSG_VOICESESSION_FULL
0x3FC MSG_GUILD_PERMISSIONS
0x3FD MSG_GUILD_BANK_MONEY_WITHDRAWN
0x3FE MSG_GUILD_EVENT_LOG_QUERY
0x3FF CMSG_MAELSTROM_RENAME_GUILD
0x400 CMSG_GET_MIRRORIMAGE_DATA
0x401 SMSG_MIRRORIMAGE_DATA
0x402 SMSG_FORCE_DISPLAY_UPDATE
0x403 SMSG_SPELL_CHANCE_RESIST_PUSHBACK
0x404 CMSG_IGNORE_DIMINISHING_RETURNS_CHEAT
0x405 SMSG_IGNORE_DIMINISHING_RETURNS_CHEAT
0x406 CMSG_KEEP_ALIVE
0x407 SMSG_RAID_READY_CHECK_ERROR
0x408 CMSG_OPT_OUT_OF_LOOT
0x409 MSG_QUERY_GUILD_BANK_TEXT
0x40A CMSG_SET_GUILD_BANK_TEXT
0x40B CMSG_SET_GRANTABLE_LEVELS
0x40C CMSG_GRANT_LEVEL
0x40D CMSG_REFER_A_FRIEND
0x40E MSG_GM_CHANGE_ARENA_RATING
0x40F CMSG_DECLINE_CHANNEL_INVITE
0x410 SMSG_GROUPACTION_THROTTLED
0x411 SMSG_OVERRIDE_LIGHT
0x412 SMSG_TOTEM_CREATED
0x413 CMSG_TOTEM_DESTROYED
0x414 CMSG_EXPIRE_RAID_INSTANCE
0x415 CMSG_NO_SPELL_VARIANCE
0x416 CMSG_QUESTGIVER_STATUS_MULTIPLE_QUERY
0x417 SMSG_QUESTGIVER_STATUS_MULTIPLE
0x418 CMSG_SET_PLAYER_DECLINED_NAMES
0x419 SMSG_SET_PLAYER_DECLINED_NAMES_RESULT
0x41A CMSG_QUERY_SERVER_BUCK_DATA
0x41B CMSG_CLEAR_SERVER_BUCK_DATA
0x41C SMSG_SERVER_BUCK_DATA
0x41D SMSG_SEND_UNLEARN_SPELLS
0x41E SMSG_PROPOSE_LEVEL_GRANT
0x41F CMSG_ACCEPT_LEVEL_GRANT
0x420 SMSG_REFER_A_FRIEND_FAILURE
0x421 SMSG_SPLINE_MOVE_SET_FLYING
0x422 SMSG_SPLINE_MOVE_UNSET_FLYING
0x423 SMSG_SUMMON_CANCEL
0x424 CMSG_CHANGE_PERSONAL_ARENA_RATING
0x425 CMSG_ALTER_APPEARANCE
0x426 SMSG_ENABLE_BARBER_SHOP
0x427 SMSG_BARBER_SHOP_RESULT
0x428 CMSG_CALENDAR_GET_CALENDAR
0x429 CMSG_CALENDAR_GET_EVENT
0x42A CMSG_CALENDAR_GUILD_FILTER
0x42B CMSG_CALENDAR_ARENA_TEAM
0x42C CMSG_CALENDAR_ADD_EVENT
0x42D CMSG_CALENDAR_UPDATE_EVENT
0x42E CMSG_CALENDAR_REMOVE_EVENT
0x42F CMSG_CALENDAR_COPY_EVENT
0x430 CMSG_CALENDAR_EVENT_INVITE
0x431 CMSG_CALENDAR_EVENT_RSVP
0x432 CMSG_CALENDAR_EVENT_REMOVE_INVITE
0x433 CMSG_CALENDAR_EVENT_STATUS
0x434 CMSG_CALENDAR_EVENT_MODERATOR_STATUS
0x435 SMSG_CALENDAR_SEND_CALENDAR
0x436 SMSG_CALENDAR_SEND_EVENT
0x437 SMSG_CALENDAR_FILTER_GUILD
0x438 SMSG_CALENDAR_ARENA_TEAM
0x439 SMSG_CALENDAR_EVENT_INVITE
0x43A SMSG_CALENDAR_EVENT_INVITE_REMOVED
0x43B SMSG_CALENDAR_EVENT_STATUS
0x43C SMSG_CALENDAR_COMMAND_RESULT
0x43D SMSG_CALENDAR_RAID_LOCKOUT_ADDED
0x43E SMSG_CALENDAR_RAID_LOCKOUT_REMOVED
0x43F SMSG_CALENDAR_EVENT_INVITE_ALERT
0x440 SMSG_CALENDAR_EVENT_INVITE_REMOVED_ALERT
0x441 SMSG_CALENDAR_EVENT_INVITE_STATUS_ALERT
0x442 SMSG_CALENDAR_EVENT_REMOVED_ALERT
0x443 SMSG_CALENDAR_EVENT_UPDATED_ALERT
0x444 SMSG_CALENDAR_EVENT_MODERATOR_STATUS_ALERT
0x445 CMSG_CALENDAR_COMPLAIN
0x446 CMSG_CALENDAR_GET_NUM_PENDING
0x447 SMSG_CALENDAR_SEND_NUM_PENDING
0x448 CMSG_SAVE_DANCE
0x449 SMSG_NOTIFY_DANCE
0x44A CMSG_PLAY_DANCE
0x44B SMSG_PLAY_DANCE
0x44C CMSG_LOAD_DANCES
0x44D CMSG_STOP_DANCE
0x44E SMSG_STOP_DANCE
0x44F CMSG_SYNC_DANCE
0x450 CMSG_DANCE_QUERY
0x451 SMSG_DANCE_QUERY_RESPONSE
0x452 SMSG_INVALIDATE_DANCE
0x453 CMSG_DELETE_DANCE
0x454 SMSG_LEARNED_DANCE_MOVES
0x455 CMSG_LEARN_DANCE_MOVE
0x456 CMSG_UNLEARN_DANCE_MOVE
0x457 CMSG_SET_RUNE_COUNT
0x458 CMSG_SET_RUNE_COOLDOWN
0x459 MSG_MOVE_SET_PITCH_RATE_CHEAT
0x45A MSG_MOVE_SET_PITCH_RATE
0x45B SMSG_FORCE_PITCH_RATE_CHANGE
0x45C CMSG_FORCE_PITCH_RATE_CHANGE_ACK
0x45D SMSG_SPLINE_SET_PITCH_RATE
0x45E CMSG_CALENDAR_EVENT_INVITE_NOTES
0x45F SMSG_CALENDAR_EVENT_INVITE_NOTES
0x460 SMSG_CALENDAR_EVENT_INVITE_NOTES_ALERT
0x461 CMSG_UPDATE_MISSILE_TRAJECTORY
0x462 SMSG_UPDATE_ACCOUNT_DATA_COMPLETE
0x463 SMSG_TRIGGER_MOVIE
0x464 CMSG_COMPLETE_MOVIE
0x465 CMSG_SET_GLYPH_SLOT
0x466 CMSG_SET_GLYPH
0x467 SMSG_ACHIEVEMENT_EARNED
0x468 SMSG_DYNAMIC_DROP_ROLL_RESULT
0x469 SMSG_CRITERIA_UPDATE
0x46A CMSG_QUERY_INSPECT_ACHIEVEMENTS
0x46B SMSG_RESPOND_INSPECT_ACHIEVEMENTS
0x46C CMSG_DISMISS_CONTROLLED_VEHICLE
0x46D CMSG_COMPLETE_ACHIEVEMENT_CHEAT
0x46E SMSG_QUESTUPDATE_ADD_PVP_KILL
0x46F CMSG_SET_CRITERIA_CHEAT
0x470 SMSG_CALENDAR_RAID_LOCKOUT_UPDATED
0x471 CMSG_UNITANIMTIER_CHEAT
0x472 CMSG_CHAR_CUSTOMIZE
0x473 SMSG_CHAR_CUSTOMIZE
0x474 SMSG_PET_RENAMEABLE
0x475 CMSG_REQUEST_VEHICLE_EXIT
0x476 CMSG_REQUEST_VEHICLE_PREV_SEAT
0x477 CMSG_REQUEST_VEHICLE_NEXT_SEAT
0x478 CMSG_REQUEST_VEHICLE_SWITCH_SEAT
0x479 CMSG_PET_LEARN_TALENT
0x47A CMSG_PET_UNLEARN_TALENTS
0x47B SMSG_SET_PHASE_SHIFT
0x47C SMSG_ALL_ACHIEVEMENT_DATA
0x47D CMSG_FORCE_SAY_CHEAT
0x47E SMSG_HEALTH_UPDATE
0x47F SMSG_POWER_UPDATE
0x480 CMSG_GAMEOBJ_REPORT_USE
0x481 SMSG_HIGHEST_THREAT_UPDATE
0x482 SMSG_THREAT_UPDATE
0x483 SMSG_THREAT_REMOVE
0x484 SMSG_THREAT_CLEAR
0x485 SMSG_CONVERT_RUNE
0x486 SMSG_RESYNC_RUNES
0x487 SMSG_ADD_RUNE_POWER
